StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,QID2,QID3,QID4,QID4_5_TEXT,QID7,QID6,QID8,QID8_25_TEXT,QID10,QID11,QID12,QID13,QID15,QID16,QID17,QID40,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID26,QID28,QID29,QID30,QID31,QID32
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,Slightly familiar,Very familiar,Moderately familiar,Yes,"ImageJ and related software, Zotero, APE, FungiDB, Khan Academy, open source bioinformatics software",Critical/Vital/Essential,"Matlab,PyMOL",I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,Yes,Somewhat agree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,College of Agricultural and Life Sciences,,Moderately familiar,Very familiar,Moderately familiar,Yes,"R, Python",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,No,Somewhat agree,Very valuable,Yes,Genomic analysis tools all of them using open software given by the UW Biotech Center.,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Agricultural and Life Sciences,,Not familiar at all,Not familiar at all,Slightly familiar,No,,Valuable,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Undergraduate Student,,Neurobiology,,College of Letters and Sciences,,Not familiar at all,Very familiar,Moderately familiar,Yes,"Python, r, imageJ",Critical/Vital/Essential,Labview,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs",Not sure,Strongly agree,Somewhat agree,Yes,Strongly disagree,Very valuable,Yes,"In courses: Intermediate Python programming, Computational modeling of biological systems, stats 240. I've also been trained in Python and r in research settings for 16s genetics analysis, statistical modeling",Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,School of Medicine and Public Health,,Slightly familiar,Slightly familiar,Slightly familiar,Yes,"Image J/FIJI, R",Valuable,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Extremely familiar,Yes,"I work closely with a range of open educational resources that are part of the PROSE Consortium https://prose.runestone.academy. We rely heavily on Python for the enabling code that then produces OERs. These materials use a number of open source technologies such as MathJax and GeoGebra. We also integrate SageMath, the open source alternative to Mathematica, into materials developed using PreTeXt.",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Biochemistry ,,School of Medicine and Public Health,,Not familiar at all,Moderately familiar,Moderately familiar,No,,Valuable,"ChemDraw,PyMOL",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Undergraduate Student,,Entomology ,,College of Agricultural and Life Sciences,,Not familiar at all,Not familiar at all,Slightly familiar,No,,Neutral,,"N/A, I don't use either","Knowledge Sharing,Community Support,Lower Costs",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,data analysis software such as R ,Critical/Vital/Essential,"NVivo,SPSS from IBM",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Very valuable,Yes,R Workshops,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,Wisconsin School of Business,,Slightly familiar,Very familiar,Moderately familiar,Yes,"R, Py tools, Linux, compilers",Valuable,"TechSmith Camtasia,Mathematica,Matlab",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Lower Costs,Vendor Independence",Yes,Somewhat agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,Not familiar at all,Not familiar at all,Slightly familiar,No,,Neutral,,"N/A, I don't use either",,Not sure,Strongly agree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Agricultural and Life Sciences,,Not familiar at all,Moderately familiar,Not familiar at all,Yes,Ruby on Rails framework. .Net Core.,Valuable,"SmartDraw,SAS",I use open source software much more than the licensed software in CSL,"Customization,Lower Costs",Yes,Neither agree nor disagree,Somewhat agree,Yes,Neither agree nor disagree,Some value,Yes,Many classes and books on Ruby on Rails.,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,Extremely familiar,Extremely familiar,Moderately familiar,Yes,"3Dslicer, ImageJ, OpenTPS",Critical/Vital/Essential,"Matlab,Origin",I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly disagree,Strongly disagree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,Software,Critical/Vital/Essential,Matlab,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Agricultural and Life Sciences,,Slightly familiar,Moderately familiar,Slightly familiar,Yes,R statistical computing software,Valuable,"TechSmith Camtasia,Matlab,SAS",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Lower Costs",Yes,Strongly agree,Strongly agree,No,Strongly agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Agricultural and Life Sciences,,Not familiar at all,Very familiar,Very familiar,Yes,"R statistical Sofware, Inkscape, Libre office, ",Critical/Vital/Essential,"JMP,Sigma Plot",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,Not familiar at all,Slightly familiar,Slightly familiar,No,,Valuable,"Matlab,Origin",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Agricultural and Life Sciences,,Not familiar at all,Extremely familiar,Extremely familiar,Yes,"R, python, Ubuntu, many data processing software for NGS datasets",Critical/Vital/Essential,"TechSmith Camtasia,Labview",I use open source software much more than the licensed software in CSL,"Flexibility,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Neuroscience PhD,,School of Medicine and Public Health,,Very familiar,Very familiar,Slightly familiar,Yes,ImageJ,Critical/Vital/Essential,JMP,I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,Notepad++,Valuable,,"N/A, I don't use either","Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Somewhat disagree,Very valuable,Yes,"During my undergrad, I used multiple open-source programs during my computer science degree. ",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Extremely familiar,Extremely familiar,Moderately familiar,Yes,"Raspberry Pi, Raspberry Pico, Arduino and related microprocessors.  Python and associated open-source libraries (i.e., scipy, numpy, matplotlib, etc.) ",Valuable,"ChemDraw,Labview,PyMOL,Sigma Plot",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,7-10 years,School of Computer Data and Information Sciences,,Moderately familiar,Very familiar,Very familiar,Yes,"PrairieLearn, GitLab, Emacs, Linux",Valuable,,I use open source software much more than the licensed software in CSL,"Flexibility,Community Support,Customization,Lower Costs,Vendor Independence",Not sure,Somewhat agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Slightly familiar,Very familiar,Slightly familiar,Yes,"The open source statistical platform, R, and its contributed packages",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,School of Education,,Very familiar,Very familiar,Slightly familiar,No,,Valuable,"SPSS from IBM,STATA",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Neither agree nor disagree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Medicine and Public Health,,Not familiar at all,Moderately familiar,Slightly familiar,No,,Neutral,,"N/A, I don't use either",Vendor Independence,Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,School of Computer Data and Information Sciences,,Slightly familiar,Extremely familiar,Slightly familiar,Yes,"git, vim, vscode, kubernetes, bash, python, openjdk11, docker",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Agricultural and Life Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,"Qiime2.0, MicrobiomeAnalyst",Valuable,,I use open source software much less than the licensed software in CSL,"Flexibility,Customization",Not sure,Somewhat agree,Somewhat agree,No,Somewhat agree,Some value,No,,No,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Not familiar at all,Slightly familiar,Very familiar,Yes,The R statistics platform and associated code; open-source educational resources (including those we develop in the UW–Madison Chem department),Valuable,"ChemDraw,NVivo,SPSS from IBM",I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Neither agree nor disagree,Neither agree nor disagree,Yes,Neither agree nor disagree,Neutral,No,,No,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,College of Agricultural and Life Sciences,,Not familiar at all,Not familiar at all,Slightly familiar,Yes,Khan Academy. Is Chat GPT open source?,Neutral,TechSmith Camtasia,I use open source software much less than the licensed software in CSL,"Flexibility,Customization",Not sure,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Extremely familiar,Extremely familiar,Slightly familiar,Yes,"Ubuntu Linux, SAGE, Octave, M2, Python, Nagios, Apache2, bind, MariaDB, OpenSSH, Drupal, Wordpress, git",Critical/Vital/Essential,"TechSmith Camtasia,Maple,Mathematica,Matlab",I use open source software about the same as the licensed software in CSL,"Reproducibility,Flexibility,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,REDCap,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Some value,Yes,REDCap training was required for my clinical research positions. The training was provided online and was created and ran by REDCap itself. ,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Nurtritional Sciences,,College of Agricultural and Life Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,,Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat disagree,Very valuable,Yes,R class 2 levels,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Freshwater and Marine Sciences,,College of Letters and Sciences,,Slightly familiar,Extremely familiar,Very familiar,Yes,"Many ecosystem models such as GLM-AED, LakePIAB, and many more.",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Strongly agree,Neither agree nor disagree,Yes,Somewhat agree,Very valuable,Yes,Classes relating to specific R skills and packages,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Extremely familiar,Extremely familiar,Very familiar,Yes,All software tools for teaching and performing analyses related to statistics and population genetics,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Chemistry,,College of Letters and Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,,Critical/Vital/Essential,"Mathematica,Matlab",I use open source software much more than the licensed software in CSL,Knowledge Sharing,Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Not familiar at all,Yes,software that my and other groups develop for proteomics data analysis,Critical/Vital/Essential,,"N/A, I don't use either","Knowledge Sharing,Vendor Independence",Not sure,Strongly agree,Somewhat disagree,Yes,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Engineering,,Slightly familiar,Moderately familiar,Moderately familiar,No,,Valuable,,"N/A, I don't use either","Knowledge Sharing,Community Support",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Chemistry,,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Very familiar,Yes,"DIA-NN
MaxQuant (partially open source)
IPSA (proteomics tool)
LipiDex (lipidomics tool)
Some LC-MS parts are 'open source' in the sense that the designs are publicly available.",Neutral,,I use open source software about the same as the licensed software in CSL,"Reproducibility,Flexibility,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,No,Somewhat agree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Nursing,,Moderately familiar,Very familiar,Extremely familiar,No,,Little importance,TechSmith Camtasia,"N/A, I don't use either","Knowledge Sharing,Flexibility,Customization",Yes,Neither agree nor disagree,Somewhat disagree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Chemistry,,College of Letters and Sciences,,Very familiar,Extremely familiar,Very familiar,Yes,"Open source hardware: modifications to instrument
Open source software: data processing: R, python, MS-DIAL",Critical/Vital/Essential,"Autodesk,ChemDraw",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,No,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Agricultural and Life Sciences,,Slightly familiar,Extremely familiar,Extremely familiar,Yes,"QGIS, MetPy, numerous other Python libraries, R",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,Other,General Services - Office of Human Resources,Very familiar,Extremely familiar,Very familiar,Yes,"R, Python",Valuable,SAS,I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Neither agree nor disagree,Neither agree nor disagree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,School of Nursing,,Moderately familiar,Moderately familiar,Very familiar,No,,Valuable,"NVivo,SAS,SPSS from IBM",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Very familiar,Yes,"R and RStudio are the biggest ones, as are Git and GitHub. I use all of those daily, as do many of my colleagues. In my own work, I regularly use phpMyAdmin and Firefox, though at the level of my field, those are not as important.",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,Wisconsin School of Business,,Moderately familiar,Extremely familiar,Very familiar,Yes,"Python and its libraries, especially TensorFlow, scikit, matplotlib, and keras. 
Apache Spark and Hadoop
R",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Lower Costs,Vendor Independence",Not sure,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Moderately familiar,Yes,"Linux, python, django, ... the list is long",Critical/Vital/Essential,,I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,"NWChem, PSI4, GROMACS, LAMMPS, ASE...",Critical/Vital/Essential,"ChemDraw,Mathematica",I use open source software about the same as the licensed software in CSL,"Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,College of Letters and Sciences,,Moderately familiar,Very familiar,Moderately familiar,Yes,"R, R Studio, TNT, Past, OBS Studio, ImageJ/FIJI",Critical/Vital/Essential,Autodesk,I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Applied and Agricultural Economics,,College of Agricultural and Life Sciences,,Slightly familiar,Very familiar,Very familiar,Yes,"QGIS, R, Various Python packages ",Valuable,"Matlab,STATA",I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Flexibility,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Science,,College of Letters and Sciences,,Very familiar,Extremely familiar,Very familiar,Yes,"As a computer science student, tools like linux, vim, emacs, various open source programming languages (haskell, rust, C, python...) and even my preferred web browser (firefox) is open source. I use as much open source software as I can and have contributed to a few open source python libraries as well. ",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,College of Agricultural and Life Sciences,,Slightly familiar,Very familiar,Slightly familiar,Yes,"Python, Github data analysis projects, QGIS, published code with published papers",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,College of Letters and Sciences,,Moderately familiar,Moderately familiar,Very familiar,No,,Valuable,JMP,I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Very familiar,Yes,"Large number of programs under open source licenses, Linux, etc.",Critical/Vital/Essential,"ChemDraw,Mathematica,Matlab",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Somewhat agree,Somewhat disagree,Yes,Somewhat disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Medicine and Public Health,,Not familiar at all,Slightly familiar,Not familiar at all,Yes,R,Valuable,,"N/A, I don't use either","Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Some value,Yes,R,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,College of Letters and Sciences,,Moderately familiar,Very familiar,Moderately familiar,Yes,Audacity,Neutral,,I use open source software much less than the licensed software in CSL,"Flexibility,Community Support",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Very familiar,Yes,"SAGE, latex, vscode",Valuable,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Lower Costs,Vendor Independence",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Moderately familiar,Moderately familiar,Slightly familiar,Yes,R,Valuable,"SPSS from IBM,STATA",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Mass Communications,,School of Journalism and Mass Communications,,Not familiar at all,Not familiar at all,Not familiar at all,No,,Valuable,NVivo,I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Scalability,Community Support,Customization",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Very familiar,Yes,R/Python/GitHub/Hugging Face/pre-print servers/OSF,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Entomology,,College of Agricultural and Life Sciences,,Very familiar,Very familiar,Very familiar,Yes,"Raspberry pi, featherboards, python and R libraries",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Somewhat agree,Very valuable,Yes,"Data carpentry, STS",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,School of Medicine and Public Health,,Very familiar,Extremely familiar,Very familiar,Yes,pytorch,Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Math,,Graduate School,,Very familiar,Moderately familiar,Slightly familiar,No,,Valuable,"Maple,Matlab",I use open source software about the same as the licensed software in CSL,Knowledge Sharing,Yes,Strongly disagree,Strongly disagree,Yes,Strongly disagree,Some value,Yes,,Yes,Yes,,,
